"id","language","politics","domestic_politics","foreign_politics","resource_distribution","resource_distribution_by_whom1","resource_distribution_for_whom1","resource_distribution_for_whom_ethnic1","resource_distribution_for_whom_region1","resource_distribution_gender","climate_change","pro_us","pro_russia","pro_china","pro_un","pro_imf","pro_democracy","anti_western","national_unity","subgroup_unity","subgroup_unity_text","african_unity","political_opponents","religion","political_opponents_viol","national_unity_narrow","topic"
"1234729785525752","English","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","unclear","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","EDUCATION;SOCIAL WELFARE"
"850035837824492","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","INTERNATIONAL AFFAIRS;DEFENSE"
"355447460552399","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DOMESTIC COMMERCE;ECONOMY;GOVERNMENT OPERATIONS"
"1830380554296604","French","politics","domestic politics","foreign politics","resource distribution","national government","specific locality or group","not applicable","Burundi","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Congolese refugees in Burundi","african unity","mentions political opponents","no mention of religion","mentions violent group","not specifically patriotic","IMMIGRATION;HEALTH;DEFENSE"
"311996041997646","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","positive towards the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;DEFENSE;CIVIL RIGHTS"
"778705735304434","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DOMESTIC COMMERCE;LABOR"
"796856549547501","Arabic","politics","domestic politics","foreign politics","resource distribution","other state","specific locality or group","not applicable","10th Ramadan City","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","people working in 10th of Ramadan City","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DOMESTIC COMMERCE;AGRICULTURE;LABOR"
"1473147471195682","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","negative towards the UN","no mention of the IMF","no mention of democracy","anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","mentions violent group","patriotism","INTERNATIONAL AFFAIRS;DEFENSE;CIVIL RIGHTS"
"892870213661946","English","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Nkurenkuru; Kavango West","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","people living in Nkurenkuru","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ENVIRONMENT;EDUCATION;LABOR"
"2123894471776071","Arabic","politics","domestic politics","foreign politics","resource distribution","other state","country-wide","not applicable","not applicable","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","positive towards China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DOMESTIC COMMERCE;ECONOMY;ENERGY"
"1227644066207916","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","neutral towards China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;GOVERNMENT OPERATIONS;ECONOMY"
"1747086226254561","Portuguese","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","PUBLIC LANDS;AGRICULTURE;DOMESTIC COMMERCE"
"1330440632005427","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","GOVERNMENT OPERATIONS"
"1366695668558154","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;SOCIAL WELFARE"
"2199310700813224","Portuguese","politics","domestic politics","foreign politics","resource distribution","other state","specific locality or group","not applicable","Bairro dos Navegadores Oeiras","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Cape Verdean community of Bairro dos Navegadores Oeiras","no mention of africa","no mention of political opponents","religious","no mention of violent group","patriotism","IMMIGRATION;CULTURE;ENVIRONMENT"
"1387465366398319","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;DEFENSE;DOMESTIC COMMERCE"
"1.45445E+15","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","EDUCATION;CULTURE"
"1450898996693698","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Abu Zneima ","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","PUBLIC LANDS;ECONOMY;DOMESTIC COMMERCE"
"1260747646024226","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Northwestern Coast","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ENVIRONMENT;TECHNOLOGY;DOMESTIC COMMERCE"
"1618095732841096","Arabic","politics","domestic politics","foreign politics","resource distribution","national government;other state","country-wide","not applicable","not applicable","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Egyptians abroad","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ECONOMY;EDUCATION;GOVERNMENT OPERATIONS"
"1462787028516397","French","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS"
"1024763316348198","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Belvedere; Pasteur Square","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","residents of Belvedere and Pasteur Square","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ENVIRONMENT;GOVERNMENT OPERATIONS"
"1081680994133172","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Mahalla El-Kubra; Shebin El-Kom; Kafr El-Dawwar; Damietta; Dakahlia; Minya; Helwan","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","workers in Mahalla El-Kubra; Shebin El-Kom; Kafr El-Dawwar; Damietta; Dakahlia; Minya; Helwan","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ECONOMY;DOMESTIC COMMERCE;LABOR"
"841600291770578","French","politics","not domestic politics","foreign politics","resource distribution","other state","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;HEALTH;AGRICULTURE"
"2231041470719113","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Al-Aziziya","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","people living in Al-Aziziya","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ENVIRONMENT;PUBLIC LANDS"
"1685619702816804","Portuguese","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","African and Creole communities","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","CULTURE;INTERNATIONAL AFFAIRS"
"1669646980710608","French","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Toulepleu; Guiglo; Daloa; Yamoussoukro; Bingerville; western and central Côte d'Ivoire","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","subgroup unity","people living in Toulepleu; Guiglo; Daloa; Yamoussoukro; Bingerville","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","TRANSPORTATION;DOMESTIC COMMERCE;INTERNATIONAL AFFAIRS"
"1436393131516564","Swahili","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Muslim community at King Mohamed VI Moque, Kinondoni, Dar es Salaam","no mention of africa","no mention of political opponents","religious","no mention of violent group","not specifically patriotic","CULTURE;GOVERNMENT OPERATIONS"
"9423201517779363","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ECONOMY;GOVERNMENT OPERATIONS"
"905029662273116","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Giza Governorate; Shabramant Canal area","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","residents of Giza Governorate; Shabramant Canal area","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","PUBLIC LANDS;ENVIRONMENT;AGRICULTURE"
"940760445560649","Arabic","politics","domestic politics","foreign politics","resource distribution","national government;other state","specific locality or group","not applicable","Suez Canal Economic Zone; New Alamein City; New administrative Capital","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","positive towards China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DOMESTIC COMMERCE;ECONOMY;ENERGY"
"2113398822534163","Other(Sesotho)","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","CULTURE;CIVIL RIGHTS"
"1278404724157157","Other(Somali)","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","religious","no mention of violent group","not specifically patriotic","CULTURE;SOCIAL WELFARE"
"2280444419033149","Arabic","politics","domestic politics","foreign politics","resource distribution","international organisations","specific locality or group","not applicable","Kufra municipality","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Sudanese refugees in Kufra municipality","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","IMMIGRATION;INTERNATIONAL AFFAIRS;CIVIL RIGHTS"
"763615802370561","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Aswan Governorate; Al-Seil; Al-Khazzan West","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","people living in Aswan Governorate; Al-Seil; Al-Khazzan West","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","HEALTH;SOCIAL WELFARE;GOVERNMENT OPERATIONS"
"624038820644974","Arabic","politics","domestic politics","foreign politics","resource distribution","national government","specific locality or group","not applicable","New Administrative Capital; New Alamein; new Mansoura; 6 October; Sheikh Zayed; Ras El-Hikma; Saint Catherine; Northwestern Coast","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","residents of New Administrative Capital; New Alamein; new Mansoura; 6 October; Sheikh Zayed; Ras El-Hikma; Saint Catherine; Northwestern Coast","no mention of africa","no mention of political opponents","religious","no mention of violent group","not specifically patriotic","ENVIRONMENT;DOMESTIC COMMERCE;TECHNOLOGY"
"377631268222464","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","negative towards the UN","no mention of the IMF","neutral towards democracy","anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","INTERNATIONAL AFFAIRS;DEFENSE;CIVIL RIGHTS"
"899329846201427","Other(Malagasy)","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Imerintsiatosika","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","people living in Imerintsiatosika","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","PUBLIC LANDS;ENVIRONMENT;CULTURE"
"780876317908639","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","GOVERNMENT OPERATIONS;ECONOMY"
"1823360421552325","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","INTERNATIONAL AFFAIRS"
"923414853658741","Arabic","politics","domestic politics","foreign politics","resource distribution","national government;other state","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DOMESTIC COMMERCE;TRANSPORTATION;GOVERNMENT OPERATIONS"
"1872864430318597","French","politics","domestic politics","foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Muslim pilgrims","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","IMMIGRATION;CULTURE;GOVERNMENT OPERATIONS"
"846764817499990","Arabic","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","mentions violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;LABOR;DEFENSE"
"1139668758263186","Swahili","politics","domestic politics","foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","PUBLIC LANDS;ENVIRONMENT;CIVIL RIGHTS"
"830193646758285","French","politics","domestic politics","foreign politics","resource distribution","national government","specific locality or group","not applicable","Kidal Region; Inner Niger Delta; northern and central regions","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","negative towards the UN","no mention of the IMF","neutral towards democracy","anti-western","national unity","subgroup unity","victims of Malian crises since 1960; residents of Kidal and Inner Niger delta","no mention of africa","mentions political opponents","no mention of religion","mentions violent group","patriotism","CIVIL RIGHTS;DEFENSE;GOVERNMENT OPERATIONS"
"3327261087433979","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Alexandria","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ENERGY;ECONOMY;DOMESTIC COMMERCE"
"27128928856707556","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","unclear","unclear","not applicable","unclear","not applicable","religious","not applicable","NOT CODED","not applicable"
"4209823669266345","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","IMMIGRATION;CIVIL RIGHTS;GOVERNMENT OPERATIONS"
"2042505139913097","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","unclear","unclear","not applicable","unclear","not applicable","unclear","not applicable","NOT CODED","not applicable"
"1425757228471334","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Tripoli","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","ENVIRONMENT;GOVERNMENT OPERATIONS"
"1118683809588088","Arabic","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","negative towards the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","mentions violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;DEFENSE;CIVIL RIGHTS"
"731757226553359","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Media Production City","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","SOCIAL WELFARE;ECONOMY;GOVERNMENT OPERATIONS"
"1287171039117409","English","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","neutral towards Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS"
"1897853078284315","Arabic","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","religious","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS"
"779324068256605","Other(Malagasy)","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","DEFENSE;GOVERNMENT OPERATIONS;CIVIL RIGHTS"
"880994731602170","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","religious","no mention of violent group","not specifically patriotic","CULTURE;GOVERNMENT OPERATIONS"
"904705952337259","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","subgroup unity","learners wit disabilities excluded from quality education in African countries","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","CIVIL RIGHTS;EDUCATION;SOCIAL WELFARE"
"2.13847E+15","Portuguese","politics","not domestic politics","foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","anti-western","national unity","subgroup unity","Cape Verdean community of Cova da Moura Amadora","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","IMMIGRATION;LAW AND CRIME;CIVIL RIGHTS"
"1464981605020597","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Natitingou","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","TECHNOLOGY;ENVIRONMENT"
"947557567765875","English","politics","domestic politics","not foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Traditional Authority Chigaru Blantyre district","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","elderly people with disabilities and widows in Traditional Authority Chigaru Blantyre district","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","SOCIAL WELFARE;ECONOMY;EDUCATION"
"701951562904401","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","LAW AND CRIME;INTERNATIONAL AFFAIRS;GOVERNMENT OPERATIONS"
"2745122589176236","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","patriotism","DEFENSE;GOVERNMENT OPERATIONS"
"1576098693444565","French","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","positive towards Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","not specifically patriotic","INTERNATIONAL AFFAIRS;CULTURE"
